Date,Close,High,Low,Open,Volume
2015/6/9,15.34519482,16.35474709,15.34519482,16.32590208,5180000
2015/6/10,15.63363934,15.66248325,15.48941757,15.57595041,3112000
2015/6/11,15.51826096,15.77786056,15.48941704,15.74901555,4424000
2015/6/12,15.86439228,15.86439228,15.48941596,15.51825987,2509000
2015/6/15,15.72017097,16.0663034,15.72017097,15.95092556,3473000
2015/6/16,15.51826096,15.74901555,15.48941704,15.72017164,3060000
2015/6/17,15.57595062,15.63363955,15.34519602,15.5182617,2649000
2015/6/18,15.7778616,15.92208336,15.74901658,15.74901658,2945000
2015/6/22,15.66248131,15.89323588,15.6336374,15.77785914,3338000
2015/6/23,15.72017097,15.92208165,15.66248205,15.69132706,3771000
2015/6/24,15.72017097,15.83554882,15.66248205,15.83554882,2631000
2015/6/25,16.15283775,16.32590343,15.74901637,15.86439422,7470000
2015/6/26,15.95092773,16.35474914,15.92208382,16.35474914,5154000
2015/6/29,15.69132614,15.8932357,15.48941548,15.86439179,4335000
2015/6/30,15.54710579,15.74901537,15.48941687,15.48941687,4064000
2015/7/1,15.57595062,15.7490163,15.57595062,15.63363955,2763000
2015/7/2,15.57595062,15.66248346,15.48941778,15.57595062,3678000
2015/7/3,15.46057224,15.57595009,15.40288442,15.51826117,3817000
2015/7/6,15.37403965,15.60479425,15.34519574,15.46057249,3590000
2015/7/7,15.40288448,15.63363908,15.37403947,15.54710624,1975000
2015/7/8,14.7394619,15.3740378,14.65292907,15.28750497,6780000
2015/7/9,15.02790642,15.25866211,13.70106671,14.16257589,6734000
2015/7/10,15.02790642,15.02790642,15.02790642,15.02790642,0
2015/7/13,14.97021866,15.25866217,14.88368472,15.25866217,5446000
2015/7/14,15.17212772,15.46057122,15.05675098,15.08559489,8989000
2015/7/15,14.67671967,15.35791666,14.67671967,15.29599052,10597000
2015/7/16,14.55286598,14.86250143,14.52190291,14.8005741,7217000
2015/7/17,13.84070492,14.64575662,13.74781452,14.52190315,14154000
2015/7/20,14.02648449,14.02648449,13.71684907,13.87166678,6407000
2015/7/21,13.62396145,14.08841468,13.40721637,14.02648735,7382000
2015/7/22,13.77878094,13.87167136,13.65492625,13.74781786,3436000
2015/7/23,13.43817902,13.87166794,13.43817902,13.84070487,4843000
2015/7/24,12.94276142,13.43817884,12.75698063,13.19046954,11386000
2015/7/27,12.23060131,13.00469,12.23060131,12.75698186,7111000
2015/7/28,12.726017,12.78794433,12.26156381,12.32349113,6497000
2015/7/29,13.59299469,13.65492083,13.12854158,13.31432235,12518000
2015/7/30,13.25239849,13.56203398,13.25239849,13.3452889,6989000
2015/7/31,13.19047165,13.37625366,13.00469082,13.31432632,4629000
2015/8/3,13.22143459,13.22143459,12.91179913,13.19047034,4476000
2015/8/4,12.75697899,13.19046785,12.57119704,13.12854171,8806000
2015/8/5,12.63312721,12.72601762,12.38541907,12.60216414,5810000
2015/8/6,12.63312721,13.19047083,12.63312721,13.19047083,7999000
2015/8/7,12.6950531,12.7879435,12.41638073,12.57119845,2167000
2015/8/10,12.81890774,12.91179813,12.60216269,12.75698041,3234000
2015/8/11,12.6950531,13.19046933,12.6950531,13.12854319,5453000
2015/8/12,12.66409111,12.75698151,12.60216378,12.69505418,4544000
2015/8/13,13.00468636,13.09757674,12.72601403,12.78794135,3807000
2015/8/14,13.15950584,13.19046891,13.00468813,13.19046891,2856000
2015/8/17,12.84986973,12.91179705,12.78794241,12.78794241,3959000
2015/8/18,12.60216331,12.94276184,12.57119906,12.91179877,2934000
2015/8/19,12.57119846,12.63312579,12.32349035,12.50927232,5453000
2015/8/20,12.57119846,12.75698044,12.41638074,12.447345,2442000
2015/8/21,12.38541794,12.47830834,12.19963714,12.26156329,4759000
2015/8/24,11.8280735,12.19963625,11.27072997,11.95192696,7319000
2015/8/25,11.89000225,11.9519284,10.7443508,10.7443508,7516000
2015/8/26,11.92096424,11.98289156,11.7042192,11.92096424,3413000
2015/8/27,12.13771152,12.44734702,12.04482111,12.04482111,4599000
2015/8/28,12.66409111,12.78794459,12.26156406,12.29252831,4254000
2015/8/31,12.94276142,13.06661607,12.7879437,12.94276142,5183000
2015/9/1,13.19047165,13.19047165,12.88083615,12.94276349,4715000
2015/9/2,12.91179848,13.00468888,12.81890808,12.94276155,4307000
2015/9/3,13.06661606,13.19046953,12.94276141,13.03565181,2994000
2015/9/4,12.81890774,13.2833609,12.81890774,13.0356516,3758000
2015/9/7,12.94276142,13.03565182,12.6950533,12.75698063,3531000
2015/9/8,13.097579,13.12854326,12.94276128,13.12854326,2375000
2015/9/9,13.34528732,13.56203237,13.28336118,13.31432425,4657000
2015/9/10,13.06661606,13.31432418,13.03565181,13.31432418,5460000
2015/9/11,13.22143459,13.25239767,13.06661686,13.06661686,4513000
2015/9/14,13.097579,13.31432405,13.00468861,13.28336098,4479000
2015/9/15,13.31432343,13.37625075,13.06661532,13.15950571,5514000
2015/9/16,13.43817902,13.46914209,13.15950664,13.37625169,4750000
2015/9/17,13.5001049,13.59299648,13.46914183,13.53106916,4303000
2015/9/18,13.62396145,13.93359694,13.4691437,13.4691437,10190000
2015/9/21,13.43817902,13.62395981,13.19046971,13.62395981,5376000
2015/9/22,13.34528732,13.59299663,13.31432425,13.56203237,4633000
2015/9/23,12.97372627,13.31432481,12.97372627,13.2214344,6355000
2015/9/24,13.06661606,13.3762515,13.06661606,13.12854338,7352000
2015/9/25,13.06661606,13.25239685,13.03565181,13.25239685,3136000
2015/9/29,13.06661606,13.06661606,13.06661606,13.06661606,0
2015/9/30,12.94276142,12.94276142,12.63312597,12.66409023,5872000
2015/10/1,13.03565216,13.06661641,12.81890829,13.03565216,4473000
2015/10/2,12.94276142,13.06661607,12.91179835,12.97372567,4010000
2015/10/5,13.25239849,13.28336275,13.00469034,13.00469034,4196000
2015/10/6,13.03565216,13.40721494,13.03565216,13.31432454,5107000
2015/10/7,13.15950584,13.37625088,13.00468813,13.0356512,5750000
2015/10/8,13.097579,13.31432405,13.097579,13.15950633,4822000
2015/10/12,12.88083458,13.12854389,12.72601685,13.09757964,9204000
2015/10/13,12.97372627,13.00468935,12.84987162,12.94276202,3834000
2015/10/14,13.25239849,13.31432582,12.97372726,13.00469034,7056000
2015/10/15,13.71685028,13.90263226,13.19046978,13.37625176,9470000
2015/10/16,13.53106976,14.3051584,13.53106976,13.96455869,14497000
2015/10/19,13.59299469,13.71684814,13.43817699,13.65492083,2831000
2015/10/20,13.56203175,13.71684946,13.50010442,13.62395907,2769000
2015/10/21,13.56203175,13.68588639,13.43817828,13.62395907,2447000
2015/10/22,13.56203175,13.77877679,13.53106868,13.53106868,2746000
2015/10/23,13.80974102,13.87166835,13.71685062,13.74781487,4959000
2015/10/26,13.93359661,14.02648702,13.8407062,13.93359661,3563000
2015/10/27,13.96455956,13.99552381,13.84070607,13.99552381,3331000
2015/10/28,14.05745029,14.18130377,13.93359564,14.02648604,4543000
2015/10/29,13.71685028,14.18130346,13.71685028,14.15034039,5663000
2015/10/30,12.88083458,13.31432469,12.50927297,13.22143429,15400000
2015/11/2,12.88083458,13.06661656,12.69505378,12.84987151,12408000
2015/11/3,13.28336239,13.40721587,13.03565306,13.12854465,19337000
2015/11/4,13.28336239,13.4691432,13.22143506,13.3762528,12414000
2015/11/5,13.5001049,13.56203223,13.34528718,13.34528718,7272000
2015/11/6,13.06661606,13.43817883,12.97372566,13.43817883,12931000
2015/11/9,12.91179848,13.12854353,12.81890808,13.03565195,8009000
2015/11/10,12.88083458,12.97372616,12.81890843,12.91179883,6836000
2015/11/11,12.88083458,13.00468924,12.81890843,12.94276191,5365000
2015/11/12,12.78794479,13.03565294,12.63312706,13.00468986,7393000
2015/11/13,12.726017,12.84987166,12.6331266,12.66409085,3789000
2015/11/16,12.6950531,12.84987082,12.54023538,12.66409003,4228000
2015/11/17,12.88083458,13.06661656,12.78794418,12.84987151,4584000
2015/11/18,12.50927258,13.09757922,12.50927258,13.09757922,6899000
2015/11/19,12.66409111,12.78794459,12.57119952,12.69505418,3499000
2015/11/20,12.66409111,12.81890884,12.57119952,12.72601726,1746000
2015/11/23,12.726017,12.81890858,12.66409085,12.726017,1508000
2015/11/24,12.50927258,12.81890802,12.50927258,12.81890802,3470000
2015/11/25,12.35445499,12.66409045,12.32349074,12.63312619,3196000
2015/11/26,12.50927258,12.60216297,12.416381,12.44734525,2779000
2015/11/27,12.44734383,12.60216153,12.38541651,12.60216153,2318000
2015/11/30,12.41637993,12.5092715,12.32348954,12.38541686,3329000
2015/12/1,12.44734383,12.60216153,12.41637958,12.60216153,2910000
2015/12/2,12.57119846,12.66409004,12.50927232,12.57119846,3066000
2015/12/3,12.57119846,12.63312579,12.54023539,12.57119846,1546000
2015/12/4,12.726017,12.726017,12.44734579,12.57119927,4043000
2015/12/7,13.00468636,13.09757674,12.84986866,12.88083173,7554000
2015/12/8,12.75697899,13.0666144,12.69505167,13.0666144,4305000
2015/12/9,12.54023457,12.7569796,12.47830725,12.7569796,3493000
2015/12/10,12.50927258,12.6640903,12.38541792,12.54023565,3077000
2015/12/11,12.38541794,12.66409031,12.38541794,12.60216299,3204000
2015/12/14,12.50927258,12.57119872,12.35445485,12.44734525,2797000
2015/12/15,13.15950584,13.43817821,12.57119805,12.6021623,12983000
2015/12/16,12.88083458,13.53106975,12.88083458,13.43817935,13702000
2015/12/17,13.37625217,13.4381795,13.00468938,13.06661671,11203000
2015/12/18,13.87166882,13.99552348,13.19047055,13.37625254,20006000
2015/12/21,13.65492249,14.11937565,13.46914169,13.74781406,15960000
2015/12/22,13.56203175,13.90263143,13.50010442,13.77877679,5608000
2015/12/23,13.37625217,13.71685071,13.37625217,13.68588764,8146000
2015/12/24,13.22143459,13.59299739,13.19047034,13.53107006,5375000
2015/12/25,13.65492249,13.71684981,13.2833609,13.34528704,5055000
2015/12/28,13.56203175,13.77877679,13.50010442,13.74781371,4726000
2015/12/29,13.37625217,13.62396031,13.37625217,13.56203298,3295000
2015/12/30,13.28336239,13.50010628,13.25239813,13.50010628,3348000
2015/12/31,13.34528732,13.46914197,13.25239692,13.40721465,3585000
2016/1/4,13.15950584,13.43817821,13.15950584,13.40721395,4076000
2016/1/5,13.40721607,13.59299807,13.06661752,13.15950792,5097000
2016/1/6,13.5001049,13.53106916,13.06661599,13.31432411,6485000
2016/1/7,13.1285429,13.5620318,12.94276093,13.50010448,11877000
2016/1/8,13.03565216,13.06661641,12.75698096,13.00468909,8667000
2016/1/11,12.75697899,12.97372401,12.69505167,12.97372401,3599000
2016/1/12,12.75697899,13.03565015,12.75697899,13.00468708,5207000
2016/1/13,12.41637993,12.97372463,12.38541686,12.94276038,7446000
2016/1/14,12.54023457,12.54023457,11.95192679,12.23059914,4669000
2016/1/15,12.50927258,12.63312605,12.38541792,12.54023565,2852000
2016/1/18,12.84986973,12.84986973,12.04481812,12.04481812,4721000
2016/1/19,12.78794479,12.91179946,12.66409131,12.75698172,5349000
2016/1/20,12.6950531,12.7879435,12.63312578,12.6950531,3306000
2016/1/21,12.88083458,13.00468924,12.7569811,13.00468924,3651000
2016/1/22,12.88083458,13.09757964,12.78794418,12.94276191,3778000
2016/1/25,13.00468636,13.09757674,12.94275904,12.94275904,2271000
2016/1/26,12.97372627,13.128544,12.97372627,13.06661667,2106000
2016/1/27,12.97372627,13.15950708,12.94276202,13.03565242,3729000
2016/1/28,13.31432343,13.3452865,13.004688,13.12854264,4611000
2016/1/29,13.62396145,13.62396145,13.31432596,13.43818063,8013000
2016/2/1,13.68588543,13.68588543,13.43817734,13.62395811,3915000
2016/2/2,13.80974102,13.96455875,13.62396022,13.68588755,5763000
2016/2/3,13.84070492,14.02648572,13.68588719,13.80974066,6113000
2016/2/15,14.11937523,14.2122668,13.56203169,13.62395901,7253000
2016/2/16,14.15033817,14.21226549,13.90263009,14.05744779,4874000
2016/2/17,14.4599762,14.58382967,14.30515847,14.42901194,10286000
2016/2/18,14.58382797,14.70768261,14.39804719,14.49093758,8373000
2016/2/19,15.41984653,15.72948201,14.92443024,14.92443024,17902000
2016/2/22,15.35791779,15.54369976,15.23406431,15.48177244,6852000
2016/2/23,15.45080853,15.66755238,15.35791695,15.41984427,10593000
2016/2/24,15.48177433,15.66755515,15.35791966,15.48177433,8369000
2016/2/25,15.51273727,15.60562886,15.41984687,15.60562886,6827000
2016/2/26,16.19393349,16.37971546,15.60562685,15.63658992,13921000
2016/3/1,16.16296959,16.28682305,15.88429723,16.28682305,8912000
2016/3/2,16.81320381,16.84416806,16.31778759,16.31778759,15294000
2016/3/3,16.47260475,16.72031285,16.28682279,16.72031285,15207000
2016/3/4,16.78223991,16.81320298,16.59645795,16.68934952,14450000
2016/3/7,16.99898529,17.33958379,16.90609372,17.02994836,13382000
2016/3/8,16.9680233,17.21573144,16.53453436,16.9680233,11594000
2016/3/9,16.93706131,17.12284213,16.81320664,17.09187905,7915000
2016/3/10,17.06091309,17.33958547,16.96802269,17.12284041,11423000
2016/3/11,16.84416771,17.2776566,16.78224039,17.24669353,8369000
2016/3/14,16.99898529,17.02994836,16.75127601,16.96802104,7179000
2016/3/15,17.21573257,17.49440498,16.96802442,17.02995176,22446000
2016/3/16,16.72031593,17.30862382,16.47260779,17.21573223,18311000
2016/3/17,17.02994919,17.09187651,16.68935068,16.72031375,11697000
2016/3/18,16.90609741,17.02995208,16.65838925,17.02995208,7733000
2016/3/21,16.90609741,16.90609741,16.78224392,16.813207,4777000
2016/3/22,17.27765846,17.46344045,16.7822422,16.90609567,10570000
2016/3/23,17.06091309,17.27765814,16.96802269,17.27765814,5939000
2016/3/24,16.59646034,17.06091354,16.47260687,17.06091354,5864000
2016/3/25,16.44164276,16.72031515,16.41067969,16.59646049,2809000
2016/3/28,16.59646034,16.720315,16.28682488,16.44164261,4071000
2016/3/29,17.09187889,17.1847693,16.59646141,16.689353,13406000
2016/3/30,17.37054825,17.74211102,17.02994973,17.27765785,19604000
2016/3/31,17.71114731,17.71114731,17.1228395,17.43247494,18227000
2016/4/1,17.09187889,17.80404027,17.06091463,17.80404027,8855000
2016/4/6,17.15380287,17.24669326,16.65838549,17.12283862,6213000
2016/4/7,16.90609741,17.24669716,16.72031659,17.24669716,4033000
2016/4/8,17.12284088,17.18476821,16.90609582,17.09187781,6578000
2016/4/11,17.12284088,17.40151327,16.93706008,17.12284088,5099000
2016/4/12,16.8751297,17.18476511,16.84416663,17.18476511,5058000
2016/4/13,16.78223991,17.02994801,16.75127566,16.90609337,4533000
2016/4/14,16.99898529,17.30862072,16.84416758,16.90609372,4645000
2016/4/15,16.9680233,17.0609137,16.68935209,16.90609597,5039000
2016/4/18,16.75127792,17.06091338,16.62742445,16.84416951,4389000
2016/4/19,16.78223991,16.93705762,16.68934952,16.75127566,2587000
2016/4/20,16.34875298,16.78224312,16.28682564,16.72031578,7443000
2016/4/21,16.19393349,16.50356893,16.07008002,16.37971546,7154000
2016/4/22,16.22489738,16.44164125,16.13200581,16.3797151,5199000
2016/4/25,17.21573257,17.21573257,16.22489996,16.22489996,11304000
2016/4/26,17.21573257,17.33958724,16.93706135,17.33958724,8249000
2016/4/27,17.64922142,17.64922142,17.27765863,17.30862288,11498000
2016/4/28,17.74211121,17.89692893,17.58729348,17.77307546,10803000
2016/4/29,17.64922142,17.74211182,17.43247636,17.64922142,7144000
2016/5/3,16.99898529,17.64921921,16.81320333,17.64921921,10680000
2016/5/4,16.99898529,17.33958379,16.72031294,17.30862072,7594000
2016/5/5,17.09187889,17.30862397,16.99898848,17.02995156,4236000
2016/5/6,17.27765846,17.46344045,16.968023,17.33958579,11999000
2016/5/9,17.30862236,17.33958543,17.02994998,17.27765811,5099000
2016/5/10,17.09187889,17.52536786,17.09187889,17.30862397,11733000
2016/5/11,17.71114731,17.77307463,17.24669415,17.27765722,14857000
2016/5/12,17.52536583,18.3304187,17.46343968,17.71114781,14765000
2016/5/13,18.05174446,18.05174446,17.64921866,17.89692675,12245000
2016/5/16,17.21573257,17.98982129,17.21573257,17.98982129,11908000
2016/5/17,17.46343803,17.80403652,17.46343803,17.77307345,6911000
2016/5/18,17.33958435,17.68018286,17.33958435,17.33958435,5210000
2016/5/19,17.33958435,17.58729246,17.33958435,17.58729246,3382000
2016/5/20,17.21573257,17.46344191,17.21573257,17.46344191,2762000
2016/5/23,17.49440193,17.55632925,17.09187611,17.30862114,2742000
2016/5/24,17.21573257,17.40151458,17.1847695,17.33958724,3465000
2016/5/25,17.46343803,17.80403652,17.27765607,17.30862033,6453000
2016/5/26,17.37054825,17.71114795,17.33958518,17.37054825,4298000
2016/5/27,18.02078247,18.17560019,17.61825664,17.71114704,22263000
2016/5/30,18.11367607,18.26849382,17.80404058,18.02078566,9929000
2016/5/31,18.60909081,18.79487279,17.98981988,18.08271146,14837000
2016/6/1,18.7329464,19.19739961,18.70198332,18.70198332,12022000
2016/6/2,18.36138344,18.73294624,18.23752996,18.73294624,5002000
2016/6/3,18.33041954,18.76390848,18.23752914,18.39234687,6298000
2016/6/6,18.64005661,18.7639101,18.45427461,18.48523887,6437000
2016/6/7,18.57812881,18.85680122,18.54716574,18.70198348,6655000
2016/6/8,18.57812881,18.76390963,18.42331107,18.70198348,5723000
2016/6/13,18.57812881,18.73294655,18.26849333,18.70198348,5887000
2016/6/14,18.64005661,18.9496921,18.57812928,18.64005661,4749000
2016/6/15,18.64005661,18.88776476,18.57812928,18.88776476,3626000
2016/6/16,18.33041954,18.67101808,18.20656488,18.60909075,7396000
2016/6/17,18.39234543,18.45427157,18.14463613,18.39234543,7895000
2016/6/20,18.29945374,18.64005342,18.17560027,18.39234531,8134000
2016/6/21,17.95885468,18.23752703,17.89692735,18.20656278,7446000
2016/6/22,18.08271027,18.36138145,17.95885562,17.95885562,5451000
2016/6/23,17.68018532,18.05174813,17.64922224,18.05174813,7036000
2016/6/24,16.93706131,17.68018577,16.8441709,17.68018577,9944000
2016/6/27,17.18477058,17.37055142,16.62742691,16.72031733,5280000
2016/6/28,17.12284088,17.33958594,16.81320542,16.93706008,662000
2016/6/29,17.804039,17.86596633,17.24669541,17.33958581,7847000
2016/6/30,17.68018532,17.80403998,17.43247717,17.80403998,6981000
2016/7/1,17.46343803,17.83499959,17.43247378,17.71114613,4469000
2016/7/4,17.46343803,17.68018188,17.33958339,17.37054646,3274000
2016/7/5,16.9680233,17.46344075,16.93706023,17.46344075,9598000
2016/7/6,17.46343803,17.52536417,17.12283837,17.21572875,10942000
2016/7/7,17.74211121,17.80403853,17.40151268,17.58729348,8123000
2016/7/8,17.74211121,17.74211121,17.74211121,17.74211121,0
2016/7/11,17.804039,17.92789366,17.74211167,17.8969294,7128000
2016/7/12,17.68018532,17.77307691,17.37054984,17.74211265,6017000
2016/7/13,17.27765846,17.61825818,17.27765846,17.61825818,8906000
2016/7/14,17.12284088,17.43247634,17.02995048,17.24669554,8272000
2016/7/15,17.06091309,17.27765814,17.02995001,17.27765814,6642000
2016/7/18,17.09187889,17.21573238,17.06091463,17.09187889,3632000
2016/7/19,17.40151215,17.49440254,17.12283977,17.12283977,6394000
2016/7/20,17.37054825,17.43247557,17.21573052,17.4015125,6290000
2016/7/21,17.49440193,17.58729233,17.40151154,17.40151154,3775000
2016/7/22,17.74211121,17.83500161,17.52536615,17.61825773,8119000
2016/7/25,17.74211121,17.92789319,17.43247575,17.83500161,8044000
2016/7/26,17.64922142,17.86596648,17.52536676,17.83500223,5786000
2016/7/27,17.55632782,17.80403591,17.52536357,17.64921821,4514000
2016/7/28,18.57812881,18.57812881,17.68018545,17.74211278,25084000
2016/7/29,18.91872597,19.25932568,18.82583557,19.19739835,34348000
2016/8/1,19.66185379,19.7547442,19.13547322,19.13547322,20184000
2016/8/2,19.50703239,19.81666783,19.38317775,19.81666783,12687000
2016/8/3,19.16643333,19.35221412,19.07354176,19.1973964,7659000
2016/8/4,18.98065376,19.47607122,18.91872643,19.32125348,8730000
2016/8/5,19.07354355,19.44510633,19.07354355,19.22836128,12917000
2016/8/8,19.19739914,19.47607153,19.19739914,19.3212538,6511000
2016/8/9,19.38317871,20.00244961,19.29028831,19.32125257,14414000
2016/8/10,19.38317871,19.44510604,19.19739791,19.38317871,8613000
2016/8/11,19.22836113,19.38317886,18.94968993,19.38317886,9938000
2016/8/12,19.10038757,19.26035732,18.90842315,19.13238103,10645000
2016/8/15,19.35633659,19.51630632,19.22836033,19.22836033,5130000
2016/8/16,19.16437149,19.35633465,19.00440178,19.35633465,4521000
2016/8/17,18.49250221,19.16437587,18.36452715,19.16437587,9888000
2016/8/18,19.19636917,19.19636917,18.49250206,18.5564902,9821000
2016/8/19,18.62047577,19.19636652,18.62047577,19.13237839,9053000
2016/8/22,18.49250221,18.74845356,17.82062977,18.74845356,9504000
